000001,银行
000002,全国地产
000004,软件服务
000005,环境保护
000006,区域地产
000007,酒店餐饮
000008,运输设备
000009,电气设备
000010,建筑工程
000011,区域地产
000012,玻璃
000014,全国地产
000016,家用电器
000017,文教休闲
000019,其他商业
000020,元器件
000021,IT设备
000023,水泥
000025,汽车服务
000026,其他商业
000027,火力发电
000028,医药商业
000029,区域地产
000030,汽车配件
000031,全国地产
000032,元器件
000034,综合类
000035,环境保护
000036,全国地产
000037,火力发电
000038,综合类
000039,轻工机械
000040,新型电力
000042,全国地产
000045,元器件
000046,多元金融
000048,饲料
000049,电气设备
000050,元器件
000055,其他建材
000056,房产服务
000058,商品城
000059,石油加工
000060,铅锌
000061,农业综合
000062,批发业
000063,通信设备
000065,建筑工程
000066,IT设备
000068,环境保护
000069,旅游景点
000070,通信设备
000078,医药商业
000088,港口
000089,机场
000090,建筑工程
000096,石油贸易
000099,空运
000100,元器件
000150,生物制药
000151,商贸代理
000153,化学制药
000155,新型电力
000156,影视音像
000157,工程机械
000158,软件服务
000159,石油贸易
000166,证券
000301,化纤
000333,家用电器
000338,汽车配件
000400,电气设备
000401,水泥
000402,全国地产
000403,生物制药
000404,家用电器
000407,供气供热
000408,农药化肥
000409,软件服务
000410,机床制造
000411,医药商业
000413,元器件
000415,多元金融
000416,多元金融
000417,百货
000419,百货
000420,化纤
000421,供气供热
000422,农药化肥
000423,中成药
000425,工程机械
000426,铅锌
000428,酒店餐饮
000429,路桥
000430,旅游景点
000488,造纸
000498,建筑工程
000501,百货
000502,综合类
000503,软件服务
000504,生物制药
000505,食品
000506,黄金
000507,港口
000509,医疗保健
000510,化工原料
000513,化学制药
000514,区域地产
000516,医疗保健
000517,区域地产
000518,生物制药
000519,专用机械
000520,水运
000521,家用电器
000523,日用化工
000524,酒店餐饮
000525,农药化肥
000526,文教休闲
000528,工程机械
000529,出版业
000530,机械基件
000531,火力发电
000532,多元金融
000533,电气设备
000534,生物制药
000536,元器件
000537,区域地产
000538,中成药
000539,火力发电
000540,多元金融
000541,家用电器
000543,火力发电
000544,环境保护
000545,化工原料
000546,环境保护
000547,通信设备
000548,路桥
000550,汽车整车
000551,专用机械
000552,煤炭开采
000553,农药化肥
000554,石油贸易
000555,软件服务
000557,铁路
000558,文教休闲
000559,汽车配件
000560,房产服务
000561,通信设备
000563,多元金融
000564,百货
000565,染料涂料
000566,化学制药
000567,多元金融
000568,白酒
000570,机械基件
000571,煤炭开采
000572,汽车整车
000573,区域地产
000576,食品
000581,汽车配件
000582,港口
000584,专用机械
000585,电气设备
000586,通信设备
000587,批发业
000589,汽车配件
000590,中成药
000591,新型电力
000592,林业
000593,供气供热
000595,机械基件
000596,白酒
000597,化学制药
000598,水务
000599,汽车配件
000600,火力发电
000601,水力发电
000603,铅锌
000605,水务
000606,互联网
000607,广告包装
000608,区域地产
000609,区域地产
000610,旅游服务
000611,商贸代理
000612,铝
000613,旅游服务
000615,区域地产
000616,全国地产
000617,多元金融
000619,其他建材
000620,全国地产
000622,汽车配件
000623,中成药
000625,汽车整车
000626,商贸代理
000627,保险
000628,园区开发
000629,小金属
000630,铜
000631,区域地产
000632,综合类
000633,小金属
000635,化工原料
000636,元器件
000637,石油加工
000638,软件服务
000639,食品
000650,中成药
000651,家用电器
000652,批发业
000655,普钢
000656,区域地产
000657,小金属
000659,广告包装
000661,生物制药
000663,林业
000665,影视音像
000666,多元金融
000667,全国地产
000668,区域地产
000669,供气供热
000671,区域地产
000672,水泥
000673,影视音像
000676,互联网
000677,化纤
000678,汽车配件
000679,百货
000680,工程机械
000681,互联网
000682,电气设备
000683,化工原料
000685,水务
000686,证券
000687,通信设备
000688,铅锌
000690,火力发电
000691,化工原料
000692,供气供热
000695,广告包装
000697,航空
000698,化工原料
000700,汽车配件
000701,综合类
000702,饲料
000703,化纤
000705,医药商业
000707,化工原料
000708,特种钢
000709,普钢
000710,医疗保健
000711,环境保护
000712,证券
000713,种植业
000715,百货
000716,食品
000717,普钢
000718,区域地产
000719,出版业
000720,区域地产
000721,酒店餐饮
000722,水力发电
000723,焦炭加工
000725,元器件
000726,纺织
000727,元器件
000728,证券
000729,啤酒
000731,农药化肥
000732,区域地产
000733,元器件
000735,农业综合
000736,全国地产
000737,日用化工
000738,航空
000739,化学制药
000750,证券
000751,铅锌
000752,啤酒
000753,汽车服务
000755,路桥
000756,化学制药
000757,汽车配件
000758,铅锌
000759,超市连锁
000761,普钢
000762,小金属
000766,化学制药
000767,火力发电
000768,航空
000776,证券
000777,机械基件
000778,钢加工
000779,建筑工程
000782,化纤
000783,证券
000785,百货
000786,其他建材
000788,化学制药
000789,水泥
000790,中成药
000791,水力发电
000792,化工原料
000793,出版业
000795,矿物制品
000796,旅游服务
000797,全国地产
000798,渔业
000799,白酒
000800,汽车整车
000801,家用电器
000802,影视音像
000803,环境保护
000806,电气设备
000807,铝
000809,区域地产
000810,家用电器
000811,工程机械
000812,广告包装
000813,化学制药
000815,造纸
000816,农用机械
000818,化工原料
000819,石油加工
000820,环境保护
000821,轻工机械
000822,化工原料
000823,元器件
000825,特种钢
000826,环境保护
000828,路桥
000829,其他商业
000830,农药化肥
000831,小金属
000833,食品
000835,影视音像
000836,通信设备
000837,机床制造
000838,区域地产
000839,综合类
000848,软饮料
000850,纺织
000851,通信设备
000852,化工机械
000856,机械基件
000858,白酒
000859,塑料
000860,白酒
000861,其他商业
000862,新型电力
000863,区域地产
000868,汽车整车
000869,红黄酒
000875,火力发电
000876,饲料
000877,水泥
000878,铜
000880,机械基件
000881,综合类
000882,其他商业
000883,火力发电
000885,路桥
000886,路桥
000887,汽车配件
000888,旅游景点
000889,通信设备
000890,钢加工
000892,影视音像
000893,农药化肥
000895,食品
000897,区域地产
000898,普钢
000899,火力发电
000900,路桥
000901,汽车配件
000902,农药化肥
000903,汽车配件
000905,港口
000906,仓储物流
000908,化学制药
000909,综合类
000910,家居用品
000911,食品
000912,农药化肥
000913,摩托车
000915,化学制药
000917,影视音像
000918,全国地产
000919,化学制药
000920,环境保护
000921,家用电器
000922,电气设备
000923,普钢
000925,专用机械
000926,区域地产
000927,批发业
000928,建筑工程
000929,啤酒
000930,农业综合
000931,生物制药
000932,普钢
000933,铝
000935,水泥
000936,化纤
000937,煤炭开采
000938,软件服务
000948,软件服务
000949,化纤
000950,医药商业
000951,汽车整车
000952,化学制药
000953,化学制药
000955,纺织
000957,汽车整车
000958,多元金融
000959,普钢
000960,小金属
000961,建筑工程
000962,小金属
000963,化学制药
000965,区域地产
000966,火力发电
000967,环境保护
000968,石油开采
000969,小金属
000970,元器件
000971,互联网
000972,食品
000973,塑料
000975,黄金
000976,运输设备
000977,IT设备
000978,旅游景点
000980,汽车配件
000981,汽车配件
000982,纺织
000983,煤炭开采
000985,化工原料
000987,多元金融
000988,电器仪表
000989,中成药
000990,化工原料
000993,水力发电
000995,白酒
000996,汽车服务
000997,软件服务
000998,种植业
000999,中成药
001201,农业综合
001202,仓储物流
001203,普钢
001205,水运
001206,造纸
001207,化工原料
001208,电气设备
001209,服饰
001210,供气供热
001211,家居用品
001212,其他建材
001213,仓储物流
001215,食品
001216,家居用品
001217,化工原料
001218,化工原料
001219,食品
001227,银行
001234,服饰
001266,电器仪表
001267,建筑工程
001288,专用机械
001289,新型电力
001296,其他建材
001308,元器件
001313,饲料
001317,仓储物流
001696,摩托车
001872,港口
001896,火力发电
001914,房产服务
001965,路桥
001979,全国地产
002001,化学制药
002002,化工原料
002003,服饰
002004,化学制药
002005,家用电器
002006,专用机械
002007,生物制药
002008,电器仪表
002009,工程机械
002010,仓储物流
002011,家用电器
002012,造纸
002013,航空
002014,塑料
002015,新型电力
002016,区域地产
002017,通信设备
002019,化学制药
002020,化学制药
002021,纺织机械
002022,医疗保健
002023,航空
002024,电器连锁
002025,元器件
002026,机械基件
002027,广告包装
002028,电气设备
002029,服饰
002030,医疗保健
002031,汽车配件
002032,家用电器
002033,旅游景点
002034,环境保护
002035,家用电器
002036,元器件
002037,化工原料
002038,生物制药
002039,水力发电
002040,港口
002041,种植业
002042,纺织
002043,其他建材
002044,医疗保健
002045,元器件
002046,机械基件
002047,装修装饰
002048,汽车配件
002049,元器件
002050,家用电器
002051,建筑工程
002052,家用电器
002053,食品
002054,化工原料
002055,元器件
002056,元器件
002057,元器件
002058,电器仪表
002059,旅游景点
002060,建筑工程
002061,建筑工程
002062,建筑工程
002063,软件服务
002064,化纤
002065,软件服务
002066,其他建材
002067,造纸
002068,化工原料
002069,渔业
002072,商贸代理
002073,软件服务
002074,电气设备
002075,特种钢
002076,家用电器
002077,半导体
002078,造纸
002079,半导体
002080,化纤
002081,装修装饰
002082,中成药
002083,纺织
002084,家居用品
002085,汽车配件
002086,渔业
002087,纺织
002088,矿物制品
002089,通信设备
002090,软件服务
002091,商贸代理
002092,化工原料
002093,电信运营
002094,日用化工
002095,互联网
002096,化工原料
002097,工程机械
002098,服饰
002099,化学制药
002100,饲料
002101,汽车配件
002102,化学制药
002103,文教休闲
002104,元器件
002105,摩托车
002106,元器件
002107,中成药
002108,塑料
002109,化工原料
002110,普钢
002111,航空
002112,电气设备
002113,互联网
002114,铅锌
002115,广告包装
002116,建筑工程
002117,广告包装
002118,中成药
002119,半导体
002120,仓储物流
002121,电器仪表
002122,机械基件
002123,互联网
002124,饲料
002125,化工原料
002126,汽车配件
002127,互联网
002128,煤炭开采
002129,电气设备
002130,电气设备
002131,互联网
002132,钢加工
002133,全国地产
002134,元器件
002135,建筑工程
002136,化工原料
002137,通信设备
002138,元器件
002139,元器件
002140,建筑工程
002141,电气设备
002142,银行
002144,纺织
002145,化工原料
002146,全国地产
002147,区域地产
002148,互联网
002149,小金属
002150,机械基件
002151,通信设备
002152,IT设备
002153,软件服务
002154,服饰
002155,黄金
002156,半导体
002157,农业综合
002158,工程机械
002159,旅游服务
002160,铝
002161,通信设备
002162,陶瓷
002163,装修装饰
002164,电气设备
002165,化工原料
002166,中成药
002167,小金属
002168,互联网
002169,电气设备
002170,农药化肥
002171,铜
002172,化纤
002173,医疗保健
002174,互联网
002175,电器仪表
002176,电气设备
002177,IT设备
002178,建筑工程
002179,元器件
002180,IT设备
002181,出版业
002182,小金属
002183,仓储物流
002184,软件服务
002185,半导体
002186,酒店餐饮
002187,百货
002188,广告包装
002189,元器件
002190,汽车配件
002191,广告包装
002192,小金属
002193,纺织
002194,通信设备
002195,软件服务
002196,纺织机械
002197,电器仪表
002198,中成药
002199,元器件
002200,环境保护
002201,玻璃
002202,电气设备
002203,铜
002204,专用机械
002205,其他建材
002206,化纤
002207,石油开采
002208,区域地产
002209,轻工机械
